"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-23","4.25","0.00","0.0","0.0","68","80","57"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-24","5.59","0.00","0.0","0.0","67","76","56"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-25","8.72","0.00","0.0","0.0","65","73","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-26","7.61","0.00","0.0","0.0","67","75","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-27","7.16","0.00","0.0","0.0","67","74","61"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-28","4.25","0.00","0.0","0.0","70","77","64"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-29","14.54","0.40","0.0","0.0","64","68","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-30","15.43","0.00","0.0","0.0","57","61","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-01","18.12","0.00","0.0","0.0","55","59","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-02","19.01","0.00","0.0","0.0","55","60","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-03","17.00","0.01","0.0","0.0","52","54","48"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-04","11.41","0.00","0.0","0.0","52","57","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-05","6.93","0.00","0.0","0.0","57","60","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-06","4.92","0.00","0.0","0.0","60","71","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-07","7.38","0.00","0.0","0.0","62","71","54"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-08","8.28","0.05","0.0","0.0","62","77","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-09","10.51","0.00","0.0","0.0","60","64","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-10","5.82","0.00","0.0","0.0","53","65","42"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-11","12.75","0.00","0.0","0.0","62","79","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-12","15.43","0.00","0.0","0.0","67","75","53"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-13","11.63","0.00","0.0","0.0","56","63","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-14","8.05","0.00","0.0","0.0","52","63","42"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-15","11.18","0.00","0.0","0.0","55","69","46"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-16","11.18","0.00","0.0","0.0","49","55","37"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-17","9.17","0.00","0.0","0.0","42","53","33"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-18","5.82","0.00","0.0","0.0","45","60","33"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-19","18.79","0.00","0.0","0.0","55","73","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-20","10.07","0.11","0.0","0.0","64","74","57"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-21","10.74","0.01","0.0","0.0","63","75","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-22","7.16","0.00","0.0","0.0","60","62","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-23","11.63","0.16","0.0","0.0","55","64","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-24","14.32","0.30","0.0","0.0","62","66","46"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-25","4.03","0.00","0.0","0.0","51","62","41"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-26","5.82","0.00","0.0","0.0","49","61","37"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-27","13.42","0.49","0.0","0.0","53","56","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-28","14.99","0.33","0.0","0.0","53","56","37"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-29","15.43","0.00","0.0","0.0","41","47","36"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-30","6.71","0.00","0.0","0.0","45","56","36"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-31","11.41","0.77","0.0","0.0","47","52","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-01","10.29","0.00","0.0","0.0","53","63","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-02","10.51","0.00","0.0","0.0","58","72","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-03","6.26","0.00","0.0","0.0","58","70","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-04","8.28","0.00","0.0","0.0","58","71","48"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-05","16.11","0.00","0.0","0.0","64","70","59"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-06","14.76","0.16","0.0","0.0","56","65","41"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-07","9.62","0.00","0.0","0.0","44","53","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-08","4.25","0.00","0.0","0.0","41","52","28"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-09","2.24","0.00","0.0","0.0","42","56","29"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-10","3.80","0.00","0.0","0.0","45","56","32"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-11","14.32","0.42","0.0","0.0","48","63","36"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-12","23.49","0.00","0.0","0.0","48","56","42"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-13","15.21","0.00","0.0","0.0","42","47","32"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-14","8.50","0.00","0.0","0.0","39","57","25"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-15","10.29","0.00","0.0","0.0","53","64","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-16","12.08","0.12","0.0","0.0","52","57","43"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-17","17.67","0.63","0.0","0.0","51","61","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-18","20.80","0.20","0.0","0.0","58","62","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-19","18.79","0.00","0.0","0.0","45","47","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-20","8.50","0.28","4.2","0.0","36","40","31"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-21","12.08","1.16","7.0","5.1","32","33","18"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-22","8.95","0.00","0.0","7.1","19","27","7"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-23","9.17","0.00","0.0","7.1","28","37","25"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-24","6.71","0.00","0.0","5.1","32","41","21"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-25","14.99","0.00","0.0","3.9","38","52","29"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-26","15.66","0.42","0.0","0.0","52","60","48"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-27","15.66","0.84","0.0","0.0","45","56","34"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-28","10.07","0.00","0.0","0.0","35","38","30"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-29","7.61","0.00","0.0","0.0","33","41","25"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-30","10.74","0.26","0.0","0.0","40","44","38"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-01","10.51","0.18","0.0","0.0","42","43","37"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-02","8.50","0.21","1.3","0.0","35","38","31"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-03","10.74","0.00","0.0","0.0","33","35","30"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-04","8.50","0.00","0.0","0.0","37","47","32"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-05","7.83","0.00","0.0","0.0","36","46","29"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-06","5.14","0.00","0.0","0.0","36","47","27"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-07","6.93","0.00","0.0","0.0","34","39","27"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-08","10.96","0.00","0.0","0.0","40","47","38"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-09","8.28","0.00","0.0","0.0","46","52","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-10","17.00","0.00","0.0","0.0","48","57","41"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-11","7.61","0.00","0.0","0.0","46","51","41"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-12","3.36","0.00","0.0","0.0","50","57","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-13","13.65","0.85","0.0","0.0","55","61","48"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-14","15.88","0.39","0.0","0.0","55","61","42"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-15","9.84","0.00","0.0","0.0","41","43","39"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-16","16.33","0.12","0.0","0.0","43","53","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-17","14.32","0.00","0.0","0.0","33","35","28"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-18","13.20","0.00","0.2","0.0","28","32","24"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-19","11.41","0.00","0.0","0.0","23","30","15"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-20","16.33","0.03","0.0","0.0","34","50","23"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-21","11.63","0.67","0.0","0.0","46","52","41"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-22","8.95","0.02","0.0","0.0","39","41","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-23","17.22","0.49","0.0","0.0","47","59","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-24","11.63","0.00","0.0","0.0","42","42","34"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-25","8.05","0.00","0.0","0.0","38","44","32"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-26","10.07","0.21","0.0","0.0","39","42","37"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-27","17.22","0.14","0.0","0.0","38","40","35"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-28","19.01","1.47","1.9","0.0","33","39","31"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-29","11.41","0.00","0.0","1.2","33","39","29"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-30","8.72","0.09","1.1","1.2","29","29","27"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-12-31","13.42","0.00","0.0","1.0","26","28","22"
